num1,num2,data,bpm,ibi
1,2189,742,188,514
2,2190,792,188,514
3,2191,778,188,514
4,2192,708,188,514
5,2193,526,188,308
6,2194,669,188,308
7,2196,814,188,308
8,2197,751,172,252
9,2198,646,172,252
10,2200,755,172,252
11,2201,817,172,252
12,2202,756,172,252
13,2203,628,172,252
14,2204,707,172,252
15,2205,776,172,252
16,2206,773,174,252
17,2207,740,174,252
18,2208,726,174,252
19,2209,740,174,252
20,2210,739,174,252
21,2211,680,174,252
22,2212,644,174,252
23,2213,668,174,252
24,2214,733,174,252
25,2215,741,174,252
26,2216,700,174,252
27,2217,664,174,252
28,2218,702,174,252
29,2219,704,174,252
30,2220,671,174,252
31,2221,636,174,252
32,2222,621,174,252
33,2223,692,174,252
34,2224,714,174,252
35,2225,711,174,252
36,2226,646,174,252
37,2227,671,174,252
38,2228,744,174,252
39,2229,756,174,252
40,2230,770,133,1342
41,2231,658,133,1342
42,2232,675,133,1342
43,2233,747,133,1342
44,2234,765,133,1342
45,2235,800,133,1342
46,2236,627,133,1342
47,2237,646,133,1342
48,2238,721,133,1342
49,2239,805,133,1342
50,2240,795,133,1342
51,2241,582,133,1342
52,2242,648,133,1342
53,2243,884,133,1342
54,2244,897,133,1342
55,2245,708,133,1342
56,2246,594,133,1342
57,2247,684,117,840
58,2248,781,117,840
59,2249,825,117,840
60,2250,747,117,840
61,2251,692,117,840
62,2252,651,117,840
63,2253,698,117,840
64,2254,704,117,840
65,2255,738,117,840
66,2256,645,117,840
67,2257,675,117,840
68,2258,724,117,840
69,2259,756,114,624
70,2260,715,114,624
71,2261,636,114,624
72,2262,639,114,624
73,2263,670,114,624
74,2264,707,114,624
75,2265,713,114,624
76,2266,675,114,624
77,2267,652,114,624
78,2268,687,110,474
79,2269,705,110,474
80,2270,734,110,474
81,2271,624,110,474
82,2272,655,110,474
83,2273,740,110,474
84,2274,746,110,286
85,2275,751,110,286
86,2276,612,110,286
87,2277,674,110,286
88,2278,786,110,286
89,2279,746,110,252
90,2280,772,110,252
91,2281,644,110,252
92,2282,688,110,252
93,2283,748,110,252
94,2284,737,110,254
95,2285,728,110,254
96,2286,639,110,254
97,2287,644,110,254
98,2288,705,110,254
99,2289,727,124,252
100,2290,714,124,252
101,2291,710,124,252
102,92714,728,234,254
103,92715,0,234,254
104,92716,325,234,254
105,92718,807,236,258
106,92719,759,236,258
107,92720,707,236,258
108,92721,703,236,258
109,92722,695,236,252
110,92723,739,236,252
111,92724,754,236,252
112,92725,745,236,252
113,92726,737,236,252
114,92727,736,236,252
115,92728,731,236,252
116,92729,749,236,252
117,92730,720,236,252
118,92731,705,236,252
119,92732,728,236,252
120,92733,681,236,252
121,92734,705,236,252
122,92735,712,236,252
123,92736,713,236,252
124,92737,724,236,252
125,92738,716,236,252
126,92739,719,236,252
127,92740,711,236,252
128,92741,719,236,252
129,92742,723,236,252
130,92743,708,236,252
131,92744,725,236,252
132,92745,730,236,252
133,92746,732,236,252
134,92748,707,236,252
135,92749,680,236,252
136,92750,715,236,252
137,92751,735,236,252
138,92752,754,236,252
139,92753,754,236,252
140,92754,728,236,252
141,92755,712,236,252
142,95613,895,68,506
143,95614,0,68,506
144,95615,316,68,506
145,95616,794,75,402
146,95617,857,75,402
147,95618,753,75,402
148,95619,709,75,402
149,95620,720,75,402
150,95621,710,75,252
151,95622,726,75,252
152,95623,752,75,252
153,95624,775,75,252
154,95625,812,75,252
155,95626,769,75,252
156,95627,780,75,252
157,95628,812,75,252
158,95629,808,75,252
159,95630,816,75,252
160,95631,721,75,252
161,95632,726,75,252
162,95633,764,75,252
163,95634,735,75,252
164,95635,718,75,252
165,95636,696,75,252
166,95637,652,75,252
167,95638,626,75,252
168,95639,571,75,252
169,95640,561,75,252
170,95641,538,75,252
171,95642,580,75,252
172,95643,562,75,252
173,95644,548,75,252
174,95645,631,75,252
175,95646,665,75,252
176,95647,656,75,252
177,95648,624,75,252
178,95649,631,75,252
179,95650,647,75,252
180,95651,666,75,252
181,95652,652,75,252
182,95653,639,75,252
183,95654,607,75,252
184,95655,576,75,252
185,95656,514,75,252
186,5942,548,234,252
187,5943,79,234,252
188,5944,429,234,252
189,5945,725,218,364
190,5946,748,218,364
191,5947,674,218,364
192,5949,695,218,364
193,5950,695,218,252
194,5951,716,218,252
195,5952,745,218,252
196,5953,770,218,252
197,5954,680,218,252
198,5955,690,218,252
199,5956,716,218,252
200,5957,722,218,252
201,5958,693,218,252
202,5959,702,218,252
203,5960,687,218,252
204,5961,680,218,252
205,5962,675,218,252
206,5963,701,218,252
207,5964,713,218,252
208,5965,663,218,252
209,5966,625,218,252
210,5967,609,218,252
211,5969,598,218,252
212,5970,498,218,252
213,5971,589,218,252
214,5972,765,218,252
215,5973,627,218,252
216,5974,637,218,252
217,5975,682,218,252
218,5976,703,218,252
219,5977,876,218,252
220,5978,687,218,252
221,5979,557,218,252
222,5980,623,218,252
223,5981,908,218,252
224,5982,713,218,252
225,5983,662,218,252
226,5984,1023,218,252
227,5985,570,218,252
228,5986,551,218,252
229,5987,651,218,252
230,5988,730,218,252
231,5989,703,218,252
232,5990,686,218,252
233,5991,701,218,252
234,5992,716,218,252
235,5993,724,218,252
236,5994,719,218,252
237,5995,731,218,600
238,5996,710,218,600
239,5997,720,218,600
240,5998,724,218,600
241,5999,715,218,600
242,6000,767,218,600
243,6001,785,218,600
244,6002,811,218,362
245,6003,776,218,362
246,6004,764,218,362
247,6005,711,218,362
248,6006,696,218,362
249,6007,685,232,258
250,6012,410,232,258
251,6013,51,232,258
252,6014,492,232,258
253,6015,785,219,412
254,6016,804,219,412
255,6017,709,219,412
256,6018,716,219,412
257,6019,704,219,412
258,6020,747,219,252
259,6021,704,219,252
260,6022,724,219,252
261,6023,751,219,252
262,6024,751,219,252
263,6025,826,219,252
264,6026,762,219,252
265,6027,715,219,252
266,99885,708,82,704
267,99886,0,82,704
268,99887,400,82,704
269,99888,1023,82,464
270,99889,1023,82,464
271,99890,1023,82,464
272,99891,1023,82,464
273,99892,1023,82,464
274,99893,1023,82,464
275,99894,1023,82,464
276,99895,1023,82,464
277,99896,834,82,464
278,99897,602,82,496
