num1,num2,data,bpm,ibi
1,21075,729,139,330
2,21076,700,139,330
3,21077,691,139,330
4,21078,694,139,252
5,21079,715,139,252
6,21080,701,139,252
7,21081,716,139,252
8,21082,690,139,252
9,21083,694,139,252
10,21084,704,139,286
11,21085,708,139,286
12,21086,706,139,286
13,21087,715,139,286
14,21088,708,139,286
15,21089,677,139,286
16,21090,668,139,286
17,21091,672,139,286
18,21092,688,191,420
19,21093,704,191,420
20,21094,719,191,420
21,21095,740,191,420
22,21096,720,191,420
23,21097,712,191,420
24,21098,724,191,254
25,21099,722,191,254
26,21100,703,191,254
27,21101,702,191,254
28,21102,711,191,254
29,21103,673,191,254
30,21104,632,191,254
31,21105,615,191,254
32,21106,609,191,254
33,21107,595,191,254
34,21108,509,191,254
35,21109,523,191,254
36,21110,552,191,254
37,21111,436,191,254
38,21112,368,191,254
39,21113,452,191,254
40,21114,558,191,254
41,21115,582,191,254
42,21116,605,191,254
43,21117,700,191,254
44,21118,735,191,1000
45,21119,684,191,1000
46,21120,667,191,1000
47,21121,650,191,1000
48,21122,615,191,1000
49,21123,538,191,1000
50,21124,439,191,1000
51,21125,380,191,1000
52,21126,508,191,1000
53,21127,724,191,1000
54,21128,681,145,602
55,21129,710,145,602
56,21130,764,145,602
57,21131,1023,145,602
58,21132,1023,145,602
59,21133,1023,145,602
60,21134,692,145,602
61,21136,686,145,602
62,21137,781,145,602
63,21138,775,145,602
64,21139,732,145,602
65,21140,683,145,602
66,21141,773,145,602
67,21142,780,145,602
68,21143,714,145,602
69,21144,694,145,602
70,21145,679,145,602
71,21146,676,145,602
72,21147,695,145,602
73,110700,695,236,252
74,110701,0,236,252
75,110702,333,236,252
76,110704,800,232,294
77,110705,780,232,294
78,110706,680,232,294
79,110707,688,232,294
80,110708,706,232,252
81,110709,727,232,252
82,110710,740,232,252
83,110711,715,232,252
84,110712,716,232,252
85,110713,756,232,252
86,110714,716,232,252
87,110715,713,232,252
88,110716,719,232,252
89,110717,712,232,252
90,110718,700,232,252
91,110719,700,232,252
92,110720,697,232,252
93,110721,702,232,252
94,110722,719,232,252
95,110723,724,232,252
96,110724,711,232,252
97,110725,696,232,252
98,110726,716,232,252
99,110727,712,232,252
100,110728,697,232,252
101,110729,699,232,252
102,110730,709,232,252
103,110731,699,232,252
104,110732,713,232,252
105,110733,716,232,252
106,110734,728,232,252
107,110735,717,232,252
108,110736,714,232,252
109,110737,725,232,252
110,110738,703,232,252
111,110739,710,232,252
112,110740,725,232,252
113,110741,705,232,252
114,110742,704,232,252
115,110743,704,232,252
116,110744,705,232,252
117,110745,698,232,252
118,110746,691,232,252
119,110747,692,232,252
120,110748,694,232,252
121,110749,717,232,252
122,110750,697,232,252
123,110751,700,232,252
124,110752,681,232,252
125,110753,726,232,252
126,110754,725,232,600
127,110755,698,232,600
128,110756,698,232,600
129,110757,701,232,600
130,110758,703,232,600
131,110759,725,232,600
