num1,num2,data,bpm,ibi
1,240411,664,57,600
2,240412,657,57,600
3,240413,653,57,600
4,240414,673,57,600
5,240415,676,57,600
6,240416,675,57,600
7,240417,679,57,600
8,240418,683,57,600
9,240419,702,57,600
10,240420,703,57,600
11,240421,672,57,600
12,240422,689,57,600
13,240423,710,57,600
14,240424,736,57,600
15,240425,723,57,600
16,240426,729,57,600
17,240427,707,57,600
18,240428,729,57,600
19,240429,770,57,1748
20,240430,772,57,1748
21,240431,741,57,1748
22,240432,724,57,1748
23,240433,723,57,1748
24,240434,753,57,1748
25,240435,739,57,1748
26,240436,717,57,1748
27,240437,719,57,1748
28,240438,704,57,1748
29,240439,704,57,1748
30,240440,692,57,1748
31,240441,700,57,1748
32,240442,676,57,1748
33,240443,672,57,1748
34,240444,672,57,1748
35,240445,669,57,1748
36,240446,663,57,1748
37,240447,656,57,1748
38,240448,663,57,1748
39,240449,651,57,1748
40,240450,618,57,1748
41,240451,636,56,1058
42,240452,605,56,1058
43,240453,633,56,1058
44,240454,665,56,1058
45,240455,701,56,1058
46,240456,686,56,1058
47,240457,728,56,1058
48,240458,750,56,1058
49,240459,744,56,1058
50,240460,686,56,1058
51,240461,708,56,1058
52,240462,691,56,1058
53,240463,670,56,1058
54,240464,660,56,1058
55,240465,650,56,1058
56,240466,676,58,716
57,240467,649,58,716
58,240468,672,58,716
59,240469,671,58,716
60,240470,627,58,716
61,240471,660,58,716
62,240472,671,58,716
63,240473,671,58,716
64,240474,664,58,716
65,240475,662,62,430
66,240476,628,62,430
67,240477,678,62,430
68,240478,708,62,430
69,240479,729,62,430
70,240480,731,62,430
71,240481,682,62,260
72,240482,704,62,260
73,240483,709,62,260
74,240484,735,62,260
75,240485,728,62,260
76,240486,693,74,268
77,240487,684,74,268
78,240488,714,74,268
79,240489,740,74,268
80,240490,747,74,268
81,240491,856,74,268
82,240492,884,74,252
83,240493,795,74,252
84,240494,724,74,252
85,240495,724,74,252
86,240496,744,74,252
87,240497,758,74,252
88,240498,752,74,300
89,240499,729,74,300
90,240500,729,74,300
91,240501,777,74,300
92,240502,772,74,300
93,240503,729,74,252
94,240504,709,74,252
95,240505,739,74,252
96,240506,721,74,252
97,240507,748,74,252
98,240508,733,74,252
99,240509,735,74,252
100,240510,725,74,252
101,240511,695,74,252
102,240512,678,74,252
103,240513,676,74,252
104,240514,624,74,252
105,240515,632,74,252
106,240516,652,74,252
107,240517,671,74,252
108,240518,689,74,252
109,240519,695,74,252
110,240520,710,74,252
111,240521,724,74,252
112,240522,717,74,252
113,240523,712,74,252
114,240524,733,74,252
115,240525,727,74,252
116,240526,713,74,252
117,240527,707,74,252
118,240528,711,74,252
119,240529,712,74,252
120,240530,724,74,252
121,240531,718,74,252
122,240532,708,74,252
123,240533,722,74,252
124,240534,705,74,252
125,240535,728,74,252
126,240536,723,74,252
127,240537,723,74,252
128,240538,697,74,252
129,240539,715,74,252
130,240540,717,74,252
131,240541,684,74,252
132,240542,699,74,252
133,240543,713,74,252
134,240544,714,74,252
135,240545,709,74,252
136,240546,717,74,252
137,240547,700,74,252
138,240548,705,74,252
139,240549,700,74,252
140,240550,724,74,252
141,240551,717,74,252
142,240552,739,74,252
143,240553,693,74,2384
144,240554,716,74,2384
145,240555,736,74,2384
146,240556,761,74,2384
147,240557,781,74,2384
148,240558,788,74,2384
149,240559,803,74,2384
150,240560,844,74,2384
151,240561,869,74,2384
152,240562,929,74,2384
153,240563,944,74,2384
154,240564,889,74,2384
155,240565,917,74,2384
156,240566,868,74,2384
157,240567,862,74,2384
158,240568,843,74,2384
159,240569,845,74,2384
160,240570,842,74,2384
161,240571,843,74,2384
162,240572,823,74,2384
163,240573,811,74,2384
164,240574,804,74,2384
165,240575,791,74,2384
166,240576,771,74,2384
167,240577,759,74,2384
168,240578,778,74,2384
169,240579,776,74,2384
170,240580,732,74,2384
171,240581,689,74,2384
172,240582,676,81,1430
173,240583,602,81,1430
174,240584,636,81,1430
175,240585,697,81,1430
176,240586,728,81,1430
177,240587,732,81,1430
178,240588,735,81,1430
179,240589,731,81,1430
180,240590,732,81,1430
181,240591,731,81,1430
182,240592,705,81,1430
183,240593,672,81,1430
184,240594,682,81,1430
185,240595,660,81,1430
186,240596,659,81,1430
187,240597,683,81,1430
188,240598,673,81,1430
189,240599,685,81,1430
190,240600,689,81,1430
191,240601,701,81,1430
192,240602,688,81,1430
193,240603,716,81,1430
194,240604,750,81,1430
195,240605,717,81,1430
196,240606,726,81,1430
197,240607,734,81,1430
198,240608,762,81,1430
199,240609,767,81,1430
200,240610,757,81,1430
201,240611,744,81,1430
202,240612,753,81,1430
203,240613,750,81,1430
204,240614,752,81,1430
205,240615,743,81,1430
206,240616,753,81,1430
207,240617,739,81,1430
208,240618,742,81,1430
209,240619,750,81,1430
210,240620,739,81,1430
211,240621,738,81,1430
212,240622,707,81,1430
213,240623,700,81,1430
214,240624,703,81,1430
215,240625,700,81,1430
216,240626,748,81,1430
217,240627,743,81,1430
218,240628,716,81,1430
219,240629,711,81,1430
220,240630,671,81,1430
221,240631,666,81,1430
222,240632,652,81,1430
223,240633,645,81,1430
224,240634,650,81,1430
225,240635,699,81,600
226,240636,741,81,600
227,240637,757,81,600
228,240638,767,81,600
229,240639,755,81,600
230,240640,727,81,600
231,240641,700,81,600
232,240642,683,81,600
233,240643,660,81,600
234,240644,655,81,600
235,240645,649,81,600
236,240646,663,81,600
237,240647,634,81,600
238,240648,660,81,600
239,240649,674,81,600
240,240650,677,81,600
241,240651,680,81,600
242,240652,691,81,600
243,240653,728,81,600
244,240654,735,81,600
245,240655,702,81,600
246,240656,693,81,600
247,240657,673,81,600
248,240658,708,81,600
249,240659,744,81,600
250,240660,759,81,1240
251,240661,727,81,1240
252,240662,743,81,1240
253,240663,746,81,1240
254,240664,735,81,1240
255,240665,719,81,1240
256,240666,735,81,1240
257,240667,751,81,1240
258,240668,826,81,1240
259,240669,795,81,1240
260,240670,829,81,1240
261,240671,802,81,1240
262,240672,750,81,1240
263,240673,723,81,1240
264,240674,691,81,1240
265,240675,639,81,1240
266,240676,629,78,766
267,240677,583,78,766
268,240678,604,78,766
269,240679,590,78,766
270,240680,615,78,766
271,240681,608,78,766
272,240682,586,78,766
273,240683,586,78,766
274,240684,581,78,766
275,240685,597,78,766
276,240686,599,78,766
277,240687,643,78,766
278,240688,700,78,766
279,240689,712,79,668
280,240690,718,79,668
281,240691,863,79,668
282,240692,981,79,668
283,240693,939,79,668
284,240694,890,79,668
285,240695,869,79,668
286,240696,844,79,668
287,240697,708,79,400
288,240698,685,79,400
289,240699,738,79,400
290,240700,756,79,400
291,240701,745,79,400
292,240702,703,79,400
293,240703,689,79,400
294,240704,705,79,400
295,240705,710,79,400
296,240706,684,79,400
297,240707,690,79,400
298,240708,725,79,400
299,240709,730,79,400
300,240710,723,79,400
301,240711,720,79,400
302,240712,727,79,400
303,240713,711,79,400
304,240714,796,79,400
305,240715,788,79,902
306,240716,732,79,902
307,1349,639,226,252
308,1350,91,226,252
309,1351,411,226,252
310,1353,662,226,252
311,1354,755,226,252
312,1355,722,226,1172
313,1356,676,226,1172
314,1357,764,226,1172
315,1358,804,226,1172
316,1359,744,226,1172
317,1360,660,226,1172
318,1361,638,226,1172
319,1362,632,226,1172
320,1363,623,226,1172
321,1364,620,226,1172
322,1365,634,226,1172
323,1366,609,226,1172
324,1367,599,149,704
325,1368,549,149,704
326,1369,551,149,704
327,1370,593,149,704
328,1371,645,149,704
329,1372,671,149,704
330,1373,671,149,704
331,1374,658,149,704
332,1375,664,149,704
333,1376,673,149,704
334,1377,678,149,704
335,1378,681,149,704
336,1379,674,149,704
337,1380,681,149,704
338,1381,693,149,704
339,1382,700,149,704
340,1383,683,149,704
341,1384,686,149,704
342,1385,696,149,704
343,1386,692,149,704
344,1387,682,149,704
345,1388,694,149,704
346,1389,694,149,704
347,1390,686,149,704
348,1391,692,149,704
349,1392,696,149,704
350,1393,729,149,704
351,1394,698,149,704
352,1395,767,149,704
353,1396,1023,149,704
354,1397,828,149,704
355,1398,729,149,704
356,1399,713,149,704
357,1400,354,149,704
358,1401,403,149,704
359,1402,653,149,704
360,1403,750,104,1968
361,1404,751,104,1968
362,1405,757,104,1968
363,1406,751,104,1968
364,1407,689,104,1968
365,1408,666,104,1968
366,1409,638,104,1968
367,1410,634,104,1968
368,1411,643,104,1968
369,1412,660,104,1968
370,1413,670,104,1968
371,1414,691,104,1968
372,1415,697,104,1968
373,1416,692,104,1968
374,1417,668,104,1968
375,1418,668,104,1968
376,1419,681,104,1968
377,1420,692,104,1968
378,1421,686,104,1968
379,1422,683,104,1968
380,1423,692,104,1968
381,1424,688,91,1180
382,1425,692,91,1180
383,1426,686,91,1180
384,1427,692,91,1180
385,1428,709,91,1180
386,1429,679,91,1180
387,1430,683,91,1180
388,1431,701,91,1180
389,1432,708,91,1180
390,1433,704,91,1180
391,1434,705,91,1180
392,1435,708,91,1180
393,1436,722,91,1180
394,1437,720,91,1180
395,1438,736,91,1180
396,1439,667,91,1180
397,1440,657,91,1180
398,1441,679,91,1180
399,1442,696,91,1180
400,1443,688,91,1180
401,1444,675,91,1180
402,1445,674,91,1180
403,1446,687,91,1180
404,1447,698,91,1180
405,1448,704,91,1180
406,1449,695,91,1180
407,1450,699,91,1180
408,1451,704,91,1180
409,1452,709,91,1180
410,1453,702,91,1180
411,1454,691,91,1180
412,1455,684,91,1180
413,1456,692,91,1180
414,1457,682,91,1180
415,1458,684,91,1180
416,1459,684,91,1180
417,1460,681,91,1180
418,1461,696,91,1180
419,1462,668,91,1180
420,1463,659,91,1180
421,1464,667,91,1180
422,1465,684,91,1180
423,1466,682,91,1180
424,2560,626,230,252
425,2561,103,230,252
426,2562,416,230,252
427,2563,764,230,252
428,2564,794,230,252
429,2565,704,230,252
430,2567,698,230,252
431,2568,681,230,252
432,2569,678,230,252
433,2570,662,230,252
434,2571,643,230,252
435,2572,642,230,252
436,2573,603,230,252
437,2574,562,230,252
438,2575,532,230,252
439,2576,651,230,252
440,2577,717,230,252
441,2578,709,230,252
442,2579,679,230,252
443,2580,687,230,252
444,2581,701,230,252
445,2582,697,230,252
446,2583,676,230,252
447,2584,667,230,252
448,2585,682,230,252
449,2586,709,230,252
450,2587,682,230,252
451,2588,672,230,252
452,2589,697,230,252
453,2590,679,230,252
454,2591,683,230,252
455,2592,688,230,252
456,2593,683,230,252
457,2594,689,230,252
458,2595,669,230,252
459,2596,684,230,252
460,2597,696,230,252
461,2598,692,230,252
462,2599,682,230,252
