num1,num2,data,bpm,ibi
1,36210,724,55,1088
2,36211,687,55,1088
3,36212,672,55,1088
4,36213,692,55,1088
5,36214,700,55,1088
6,36215,700,55,1088
7,36216,713,55,1088
8,36217,690,55,1088
9,36218,709,55,1088
10,36219,676,55,1088
11,36220,628,55,1088
12,36221,645,55,1088
13,36222,612,55,1088
14,36223,659,55,1088
15,36224,706,55,688
16,36225,732,55,688
17,36226,711,55,688
18,36227,717,55,688
19,36228,690,55,688
20,36229,756,55,688
21,36230,757,55,688
22,36231,684,55,688
23,36232,613,55,688
24,36233,596,55,688
25,36234,579,55,688
26,36235,585,55,688
27,36236,588,55,688
28,36237,609,55,688
29,36238,626,55,688
30,36239,650,55,688
31,36240,663,58,818
32,36241,687,58,818
33,36242,680,58,818
34,36243,671,58,818
35,36244,666,58,818
36,36245,686,58,818
37,36246,681,58,818
38,36247,683,58,818
39,36248,679,58,818
40,36249,685,58,818
41,36250,678,58,496
42,36251,705,58,496
43,36252,708,58,496
44,36253,727,58,496
45,36254,700,58,496
46,36255,686,58,496
47,36256,717,58,298
48,36257,726,58,298
49,36258,751,58,298
50,36259,780,58,298
51,36260,713,58,298
52,36261,692,58,254
53,36262,702,58,254
54,36263,701,58,254
55,36264,693,58,254
56,36265,728,58,254
57,36266,691,58,254
58,36267,673,58,254
59,125751,756,237,258
60,125752,0,237,258
61,125753,333,237,258
62,125754,789,237,276
63,125755,796,237,276
64,125756,713,237,276
65,125757,701,237,276
66,125758,692,237,276
67,125759,660,237,252
68,125760,687,237,252
69,125761,707,237,252
70,125762,724,237,252
71,125763,683,237,252
72,125764,692,237,252
73,125765,712,237,252
74,125766,720,237,252
75,125767,695,237,252
76,125768,703,237,252
77,125769,733,237,252
78,125770,717,237,252
79,125771,707,237,252
80,125772,707,237,252
81,125773,718,237,252
82,125774,680,237,252
83,125775,691,237,252
84,125776,712,237,252
85,125777,687,237,252
86,125778,700,237,252
87,125779,731,237,252
88,125780,726,237,252
89,125781,711,237,252
90,125782,740,237,252
91,125783,746,237,252
92,125784,731,237,252
93,125785,701,237,252
94,125786,673,237,252
95,125787,667,237,252
96,125788,671,237,252
97,125789,680,237,252
98,125790,696,237,252
99,125791,726,237,252
100,125792,700,237,252
101,125793,691,237,252
102,125794,682,237,252
103,125795,697,237,252
104,125796,714,237,252
105,125797,737,237,252
106,125798,723,237,252
107,125799,712,237,252
108,125800,689,237,252
109,125801,715,237,252
110,125802,720,237,252
111,125803,715,237,252
112,125804,725,237,252
113,125805,727,237,600
114,125806,704,237,600
115,125807,697,237,600
116,125808,704,237,600
117,125809,708,237,600
118,125810,710,237,600
119,125811,707,237,600
120,125812,713,237,600
121,125813,725,237,600
122,125814,711,237,600
123,125815,688,237,600
124,125816,685,237,600
125,125817,675,237,600
126,125818,708,237,600
127,125819,722,237,600
128,39880,665,113,278
129,39881,215,113,278
130,39882,541,113,278
131,39884,732,113,278
132,39885,732,113,278
133,39886,722,113,278
134,39887,719,113,278
135,39888,739,113,278
136,39890,692,113,278
137,39891,706,113,278
138,39892,708,113,278
139,39893,720,113,278
140,39894,703,113,278
141,39895,707,113,278
142,39896,696,113,278
143,39897,719,113,278
144,39898,727,113,278
145,39899,713,113,278
146,39900,707,113,278
147,39901,712,113,278
148,39902,724,113,278
149,39903,716,113,278
150,39904,701,113,278
151,39905,801,97,1448
152,39906,679,97,1448
153,39907,261,97,1448
154,39908,580,97,1448
155,39909,605,97,1448
156,39910,734,97,1448
157,39911,703,97,1448
158,39912,709,97,1448
159,39913,727,97,1448
160,39914,727,97,1448
161,39915,721,97,1448
162,39916,716,97,1448
163,39917,730,97,1448
164,39918,729,97,1448
165,39919,726,97,1448
166,39920,716,97,1448
167,39921,695,97,1448
168,39922,716,97,1448
169,39923,732,97,1448
170,39924,740,97,1448
171,39925,713,97,1448
172,39926,732,97,1448
173,39927,716,97,1448
174,39928,707,97,1448
175,39929,715,97,1448
176,39930,717,97,1448
177,39931,733,97,1448
178,39932,710,97,1448
179,39933,716,97,1448
180,39934,704,97,1448
181,39935,727,97,1448
182,39936,692,97,1448
183,39961,736,97,1094
184,39962,6,97,1094
185,39963,375,97,1094
186,39964,809,97,1094
187,39965,850,97,1094
188,39966,745,97,1094
189,39967,682,97,1094
190,39968,736,97,1094
191,39969,714,97,1094
192,39970,703,97,1094
193,39971,706,97,1094
194,39972,696,97,1094
195,39973,707,97,1094
196,39974,711,97,1094
197,39975,739,97,1094
198,39976,729,97,1094
199,39977,755,97,1094
200,39978,680,97,1094
201,39979,679,97,1094
202,39980,687,97,1094
203,39981,681,97,1094
204,39982,716,97,1094
205,39983,712,97,1094
206,39984,716,97,1094
207,39985,716,97,1094
208,39986,731,97,1094
209,39987,700,97,1094
210,39988,702,97,1094
211,39989,699,97,1094
212,39990,676,97,1094
213,39991,693,97,1094
214,39992,678,97,1094
215,39993,727,97,1094
216,39994,756,97,1094
217,39995,757,97,1094
218,39996,737,97,1094
219,39997,748,97,1094
220,48331,792,235,252
221,48332,144,235,252
222,48333,1023,235,252
223,48335,506,235,252
224,48336,700,235,252
225,48337,779,235,252
226,48338,713,235,252
227,48339,694,235,252
228,48340,719,235,252
229,48341,724,235,252
230,48342,711,235,252
231,48343,719,235,252
232,48344,708,235,252
233,48345,724,235,252
234,48346,711,235,252
235,48347,709,235,252
236,48348,723,235,252
237,48349,707,235,252
238,48350,707,235,252
239,48351,692,235,252
240,48352,692,235,252
241,48353,695,235,252
242,48354,709,235,252
243,48355,700,235,252
244,48356,753,235,252
245,48357,721,235,252
246,48358,694,235,252
247,48359,704,235,252
248,48360,736,235,252
249,48361,692,235,252
250,48362,689,235,252
251,48363,699,235,252
252,48364,694,235,252
253,48365,723,235,252
254,48366,734,235,252
255,48367,679,235,252
256,48368,700,235,252
257,48369,691,235,252
258,48370,713,235,252
259,48371,699,235,252
260,137724,792,233,252
261,137725,0,233,252
262,137726,1023,233,252
263,137728,510,233,252
264,137729,789,233,256
265,137730,823,233,256
266,137731,733,233,256
267,137732,696,233,256
268,137733,708,233,256
269,137734,675,233,252
270,137735,653,233,252
271,137736,648,233,252
272,137737,648,233,252
273,137738,662,233,252
274,137739,671,229,322
275,137740,668,229,322
276,137741,714,229,322
277,137742,709,229,322
278,137743,729,229,322
279,137744,740,229,258
280,137745,728,229,258
281,137746,737,229,258
282,137747,780,229,258
283,137748,784,229,258
284,137749,736,229,258
285,137750,677,229,258
286,137751,639,229,258
287,137752,644,229,258
288,137753,681,229,258
289,137754,672,229,540
290,137755,701,229,540
291,137756,677,229,540
292,137757,653,229,540
293,137758,699,229,540
294,137759,637,202,326
295,137760,608,202,326
296,137761,668,202,326
297,137762,672,202,326
