num1,num2,data,bpm,ibi
1,263474,670,220,600
2,263475,699,220,600
3,263476,714,220,600
4,263477,714,220,600
5,263478,701,220,600
6,263479,684,220,600
7,263480,724,220,600
8,263481,693,220,600
9,263482,679,220,600
10,263483,637,220,600
11,263484,600,220,600
12,263485,596,220,600
13,263486,561,220,600
14,263487,553,220,600
15,263488,583,220,600
16,263489,592,220,600
17,263490,617,220,600
18,263491,601,220,600
19,263492,590,220,600
20,263493,611,220,600
21,263494,656,220,600
22,263495,700,220,600
23,263496,675,220,600
24,263497,662,220,600
25,263498,636,220,600
26,263499,666,220,600
27,263500,703,220,600
28,263501,688,220,600
29,263502,702,220,600
30,263503,700,220,600
31,263504,700,220,600
32,263505,729,220,600
33,263506,724,220,600
34,263507,695,220,600
35,263508,725,220,600
36,263509,687,220,600
37,263510,702,220,600
38,263511,703,220,600
39,263512,725,220,600
40,263513,732,220,600
41,263514,724,220,600
42,263515,721,220,600
43,263516,732,220,600
44,263517,700,220,600
45,263518,659,220,600
46,263519,676,220,600
47,263520,716,220,600
48,263521,713,220,600
49,263522,725,220,600
50,263523,727,220,600
51,263524,707,220,600
52,263525,693,220,600
53,263526,699,220,600
54,263527,729,220,600
55,263528,762,220,1766
56,263529,725,220,1766
57,263530,714,220,1766
58,263531,692,220,1766
59,263532,708,220,1766
60,263533,700,220,1766
61,263534,700,220,1766
62,263535,708,220,1766
63,263536,711,220,1766
64,263537,715,220,1766
65,263538,721,220,1766
66,263539,709,220,1766
67,263540,705,220,1766
68,263541,706,220,1766
69,263542,705,220,1766
70,263543,714,220,1766
71,263544,702,220,1766
72,263545,703,220,1766
73,263546,721,220,1766
74,263547,715,220,1766
75,263548,715,220,1766
76,263549,709,220,1766
77,263550,698,56,1060
78,263551,675,56,1060
79,263552,697,56,1060
80,263553,717,56,1060
81,263554,721,56,1060
82,263555,708,56,1060
83,263556,715,56,1060
84,263557,724,56,1060
85,263558,729,56,1060
86,263559,727,56,1060
87,263560,723,56,1060
88,263561,708,56,1060
89,263562,720,56,1060
90,263563,697,56,1060
91,263564,698,58,660
92,263565,686,58,660
93,263567,715,58,660
94,263568,712,58,660
95,263569,706,58,660
96,263570,744,58,660
97,263571,718,58,660
98,263572,721,62,398
99,263573,702,62,398
100,263574,710,62,398
101,263575,724,62,398
102,263576,708,62,398
103,263577,704,62,398
104,263578,712,62,398
105,263579,709,62,398
106,263580,712,62,398
107,24606,750,150,252
108,24607,67,150,252
109,24608,403,150,252
110,24609,805,150,252
111,24610,802,150,252
112,24611,691,150,252
113,24612,679,150,252
114,24613,724,150,252
115,24614,731,150,252
116,24615,693,150,252
117,24616,700,150,252
118,24617,696,150,252
119,24618,674,150,252
120,24619,676,150,252
121,24620,687,150,252
122,24621,692,150,252
123,24622,707,150,252
124,24623,712,150,252
125,24624,698,150,252
126,24625,692,150,252
127,24626,688,150,252
128,24627,635,150,252
129,24628,613,150,252
130,24629,830,150,252
131,24630,653,150,252
132,24631,630,150,252
133,24632,732,150,252
134,24633,766,150,252
135,24634,724,150,252
136,24635,714,150,600
137,24636,717,150,600
138,24637,704,150,600
139,24638,706,150,600
140,24639,705,150,600
141,24640,690,150,600
142,24641,676,150,600
143,24642,704,150,600
144,24643,669,150,600
145,24644,671,150,600
146,24645,680,150,600
147,24646,687,150,600
148,24648,674,150,600
149,24649,672,150,600
150,24650,668,150,600
151,24651,670,150,600
152,24652,652,150,600
153,24653,657,150,600
154,24654,658,150,600
155,24655,660,150,600
156,24656,680,150,600
157,24657,676,150,600
158,24658,662,150,600
159,24659,652,150,600
160,24660,684,150,600
161,24661,651,150,600
162,24662,659,150,600
163,24663,673,150,600
164,24664,694,150,600
165,24665,683,150,600
166,24666,691,150,600
167,24667,685,150,600
168,24668,700,150,600
169,24669,697,150,600
170,24670,701,150,600
171,24671,696,150,600
172,24672,688,150,600
173,24673,715,150,600
174,24674,677,150,600
175,24675,669,150,600
176,24676,684,150,600
177,24677,696,150,600
178,24678,683,150,600
179,24679,684,150,600
180,24680,684,150,600
181,24681,675,150,600
182,24682,676,150,600
183,24683,679,150,600
184,24684,674,150,600
185,24685,669,150,600
186,24686,689,150,600
187,24687,662,150,600
188,24688,647,150,600
189,24689,628,150,600
190,24690,624,150,600
191,24691,623,150,600
192,24692,623,150,600
193,24693,693,150,600
194,24694,764,150,454
195,24695,985,150,454
196,24696,1023,150,454
197,24697,1023,150,454
198,24698,499,150,454
199,24699,503,150,454
200,24700,751,205,292
201,24701,1004,205,292
202,24702,1023,205,292
203,24703,1018,205,292
204,24704,772,205,292
205,24705,797,205,292
206,24706,893,205,292
207,24707,852,205,292
208,24708,0,205,292
209,24709,0,205,292
210,24710,0,205,292
211,24711,0,205,292
212,24712,0,205,292
213,24713,0,205,292
214,24714,0,205,292
215,24715,1023,174,814
216,24716,1023,174,814
217,24717,1023,174,814
218,24718,1023,174,814
219,24719,1023,174,814
220,24720,1023,174,814
221,24721,1023,174,814
222,24722,1023,174,814
223,24723,1023,174,814
224,24724,549,174,488
225,24725,547,174,488
226,24726,755,174,488
227,24727,733,174,488
228,24728,663,174,488
