num1,num2,data,bpm,ibi
1,4374,698,224,252
2,4375,733,223,276
3,4376,694,223,276
4,4377,718,223,276
5,4378,723,223,276
6,4379,729,223,276
7,4380,731,223,276
8,4381,684,223,252
9,4382,697,223,252
10,4383,739,223,252
11,4384,726,223,252
12,4385,735,223,252
13,4386,708,223,264
14,4387,677,223,264
15,4388,721,223,264
16,4389,728,223,264
17,4390,728,223,264
18,4391,716,223,264
19,4392,690,223,254
20,4393,721,223,254
21,4394,715,223,254
22,4395,715,223,254
23,4396,706,223,254
24,4397,696,223,254
25,4398,682,223,254
26,4399,740,223,254
27,4400,725,223,254
28,4401,738,223,254
29,4402,708,225,252
30,4403,708,225,252
31,4404,709,225,252
32,4405,714,225,252
33,4406,721,225,252
34,4407,720,225,252
35,4408,668,225,252
36,4409,727,225,252
37,4410,746,225,252
38,4411,712,225,252
39,4412,733,225,252
40,4413,700,233,262
41,4414,719,233,262
42,4415,712,233,262
43,4416,736,233,262
44,4417,728,233,262
45,4418,714,233,262
46,4419,685,233,252
47,4420,713,233,252
48,4421,724,233,252
49,4422,716,233,252
50,4423,737,233,252
51,4424,700,232,264
52,4425,705,232,264
53,4426,711,232,264
54,4427,752,232,264
55,4428,762,232,264
56,4429,703,232,264
57,4430,673,232,252
58,4431,703,232,252
59,4432,732,232,252
60,4433,728,232,252
61,4434,718,232,252
62,4435,708,232,252
63,4436,727,229,310
64,4437,696,229,310
65,4438,764,229,310
66,4439,724,229,310
67,4440,783,229,310
68,4441,752,230,252
69,4442,648,230,252
70,4443,686,230,252
71,4444,720,230,252
72,4445,737,230,252
73,4446,727,230,252
74,4447,732,228,282
75,4448,705,228,282
76,4449,668,228,282
77,4450,805,228,282
78,4451,812,228,282
79,4452,740,228,282
80,4453,710,227,270
81,4454,680,227,270
82,4455,698,227,270
83,4456,750,227,270
84,4457,756,227,270
85,4458,752,227,270
86,4459,720,227,270
87,4460,718,227,270
88,4461,719,227,270
89,4462,739,212,430
90,4463,674,212,430
91,4464,739,212,430
92,4465,726,212,430
93,4466,776,212,430
94,4467,747,212,430
95,4468,692,210,276
96,4469,700,210,276
97,4470,721,210,276
98,4471,749,210,276
99,4472,721,210,276
100,4473,745,210,276
101,4474,715,210,252
102,4475,747,210,252
103,4476,757,210,252
104,4477,735,210,252
105,4478,708,210,252
106,4479,714,210,268
107,4480,711,210,268
108,4481,713,210,268
109,4482,733,210,268
110,4483,725,210,268
111,4484,740,210,268
112,4485,681,210,252
113,4486,725,210,252
114,4487,711,210,252
115,4488,745,210,252
116,4489,729,210,252
117,4490,727,209,272
118,4491,683,209,272
119,4492,698,209,272
120,4493,731,209,272
121,4494,728,209,272
122,4495,751,209,272
123,4496,684,209,252
124,4497,704,209,252
125,4498,731,209,252
126,4499,748,209,252
127,4500,721,209,252
128,4501,724,213,260
129,4502,694,213,260
130,4503,693,213,260
131,4504,769,213,260
132,4505,751,213,260
133,4506,733,213,260
134,4507,668,213,252
135,4508,712,213,252
136,4509,729,213,252
137,4510,739,213,252
138,4511,737,213,252
139,4512,774,213,256
140,4513,671,213,256
141,4514,702,213,256
142,4515,734,213,256
143,4516,793,213,256
144,4517,752,231,252
145,4518,685,231,252
146,4519,717,231,252
147,4520,732,231,252
148,4521,731,231,252
149,4522,723,231,252
150,4523,740,231,252
151,4524,724,231,252
152,4525,739,231,252
153,4526,724,231,252
154,4527,721,231,252
155,4528,732,231,252
156,4529,758,208,566
157,4530,684,208,566
158,4531,696,208,566
159,4532,744,208,566
160,4533,746,208,566
161,4534,729,208,566
162,4535,736,208,566
163,4536,756,208,566
164,4537,699,208,340
165,4538,723,208,340
166,4539,749,208,340
167,4540,753,208,340
168,4541,730,208,340
169,4542,780,202,268
170,4543,737,202,268
171,4544,727,202,268
172,4545,751,202,268
173,4546,718,202,268
174,4547,748,202,268
175,4548,707,202,252
176,4549,757,202,252
177,4550,739,202,252
178,4551,723,202,252
179,4552,744,202,252
180,4553,717,203,254
181,4554,704,203,254
182,4555,711,203,254
183,4556,728,203,254
184,4557,737,203,254
185,4558,747,203,252
186,4559,712,203,252
187,4560,719,203,252
188,4561,711,203,252
189,4562,748,203,252
190,4563,732,203,252
191,4564,729,202,274
192,4565,690,202,274
